full_sample,sel_index,typen,repay_year,fy,year,borrowers,mn_earnings,md_earnings,p25_earnings,p75_earnings,mn_tot_inc,md_tot_inc,unemployed,in_pov,near_pov,mn_de,md_de,mn_debt_service,mn_grad2_earnings,mn_grad4_earnings,mn_grad0_earnings,mn_grad2_debt,mn_grad4_debt,mn_grad0_debt,md_debt_service,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad,mn_grad_l,md_grad_l
,1,,2000,2001,1,237,31250,26500,15000,41250,39250,30250,.11,.226,.347,.288,.05,1539,25500,34250,22250,9313,19152,8650,1075,10707,7251,10185,7191,33105,21500
,1,,2000,2002,2,237,31250,27250,15500,41750,40500,31500,.132,.232,.348,.331,.051,1539,25250,33250,21750,9152,19055,8831,1075,10664,6921,10129,6879,32563,20128
,1,,2000,2003,3,237,33000,29000,16250,44000,42250,33250,.153,.234,.342,.368,.051,1539,26000,34250,22250,9026,18822,8933,1075,10598,6595,10057,6556,32295,20188
,1,,2000,2004,4,237,34750,30000,17000,46000,44750,35250,.155,.225,.327,.371,.049,1539,26750,36250,23500,8802,18649,9035,1075,10485,6302,9924,6267,31757,19060
,1,,2000,2005,5,237,36500,31500,18250,48250,46500,37000,.163,.221,.317,.383,.047,1539,28000,37750,24500,8780,18399,9217,1075,10503,6102,9912,6076,32398,19259
,1,,2000,2006,6,237,38250,32500,18750,50250,48500,38000,.164,.22,.314,.387,.045,1539,29250,40000,25500,8754,18480,9535,1075,10641,6066,10021,6040,32919,20525
,1,,2000,2007,7,237,39000,33500,19000,51500,50000,38750,.17,.226,.314,.396,.044,1539,29750,40000,26000,8864,18774,9637,1075,10802,6070,10129,6022,34292,22719
,1,,2000,2008,8,237,40750,34500,20000,54000,52000,40250,.181,.22,.308,.413,.044,1539,30500,41250,27250,9220,19243,9937,1075,11173,6238,10460,6201,35538,23610
,1,,2000,2009,9,237,40250,34250,18750,53500,50250,38500,.208,.239,.33,.473,.047,1539,29000,39250,26000,9544,19867,10241,1075,11612,6437,10847,6397,35925,25585
,1,,2000,2010,10,237,40500,34250,18250,54250,50750,39000,.22,.238,.335,.495,.049,1539,29250,39000,26000,10258,21041,10688,1075,12416,6837,11569,6780,37351,26199
,1,,2000,2011,11,237,41750,34750,18750,55250,51250,38750,.227,.249,.337,.508,.049,1539,29500,39500,26500,10557,22213,11178,1075,12982,7081,12062,6993,39179,26066
,1,,2000,2012,12,237,42750,35500,19250,56250,52750,39750,.234,.251,.34,.52,.048,1539,30000,40500,27000,10838,22542,11286,1075,13231,7153,12297,7044,39467,25918
,1,,2000,2013,13,237,43500,36250,19750,57500,53250,40000,.241,.257,.341,.535,.049,1539,30000,40750,27500,11130,22871,11570,1075,13588,7118,12618,7026,40101,24117
,1,,2000,2014,14,237,45000,37250,20500,59500,52500,39500,.255,.275,.347,.559,.05,1539,30750,41500,27750,11383,23987,11600,1075,13935,7142,12899,7023,43507,24377
,1,,2001,2001,0,241,27750,23250,13000,37000,35250,26750,.109,.259,.405,.304,.063,1688,22750,30250,20000,9928,20691,8398,1166,11269,7770,10719,7719,33033,24947
,1,,2001,2002,1,241,29250,25750,14250,39500,37500,29250,.128,.242,.367,.339,.059,1688,24000,30750,21000,9700,20187,8518,1166,11076,7385,10527,7336,31682,23353
,1,,2001,2003,2,241,31000,27750,14750,41500,39750,31250,.144,.244,.359,.365,.058,1688,25000,32250,21500,9414,19834,8451,1166,10847,6965,10300,6923,31039,21620
,1,,2001,2004,3,241,32750,28750,15750,43750,42000,33000,.15,.233,.342,.372,.055,1688,26250,33500,22750,9172,19414,8514,1166,10668,6625,10111,6554,31092,21978
,1,,2001,2005,4,241,34500,30250,17750,46000,44500,34750,.158,.224,.331,.381,.053,1688,27250,35250,24000,8942,19275,8562,1166,10581,6363,9987,6323,31628,20938
,1,,2001,2006,5,241,36500,31750,18250,48250,46750,36500,.154,.223,.32,.373,.05,1688,28750,37500,25750,9114,19330,8849,1166,10813,6359,10183,6323,31567,20010
,1,,2001,2007,6,241,37750,32250,18250,50250,48250,37500,.161,.218,.316,.387,.05,1688,29250,38500,26750,9150,19270,9080,1166,10906,6392,10249,6337,31539,20045
,1,,2001,2008,7,241,39500,33750,19000,52500,49750,39250,.177,.221,.313,.413,.049,1688,30750,39500,27250,9340,19717,9464,1166,11261,6447,10551,6382,32584,19912
,1,,2001,2009,8,241,38750,33000,17750,51750,48500,38250,.207,.24,.336,.478,.054,1688,28750,37750,25500,9589,19955,9763,1166,11537,6527,10768,6467,33972,21897
,1,,2001,2010,9,241,39750,33750,17750,53000,49250,38250,.225,.243,.339,.512,.056,1688,28750,39000,25250,9911,20526,10067,1166,11894,6729,11046,6653,35246,22928
,1,,2001,2011,10,241,40250,33750,18000,54000,50250,38250,.227,.25,.34,.516,.055,1688,29000,39250,25750,10600,21551,10522,1166,12641,7078,11703,7022,36754,22988
,1,,2001,2012,11,241,41500,34750,19000,55750,51500,39000,.234,.254,.34,.524,.054,1688,29750,40250,26250,10767,21917,10610,1166,12913,7111,11943,7017,37820,22802
,1,,2001,2013,12,241,42500,36000,19500,56500,53000,39500,.239,.258,.34,.538,.054,1688,30250,40500,27000,10890,22394,10855,1166,13234,7195,12255,7065,38789,23739
,1,,2001,2014,13,241,44250,37000,20000,58500,51500,38500,.256,.278,.352,.567,.054,1688,30500,41250,27250,10997,22794,10925,1166,13404,7097,12373,6999,40022,22560
,1,,2002,2002,0,261,24750,21000,11250,32750,33500,24500,.126,.29,.436,.33,.064,1542,20000,26500,18500,9917,21315,8185,1023,11384,7550,10636,7488,35864,24613
,1,,2002,2003,1,261,28000,24500,13500,37250,36000,27750,.136,.26,.392,.342,.058,1542,23000,29500,20500,9600,20599,8041,1023,11042,7148,10339,7089,32791,22152
,1,,2002,2004,2,261,30000,26500,14750,39500,38750,29750,.147,.245,.37,.361,.055,1542,24250,31250,21750,9282,20188,8073,1023,10857,6720,10130,6665,33386,23408
,1,,2002,2005,3,261,31750,27750,15500,41750,40750,31500,.146,.239,.355,.355,.052,1542,25750,33250,23000,9063,19743,8120,1023,10711,6493,9956,6426,32984,22666
,1,,2002,2006,4,261,34000,29750,16750,45000,43250,33750,.153,.233,.337,.369,.049,1542,27250,35250,24750,9072,19725,8388,1023,10867,6578,10058,6512,33165,21811
,1,,2002,2007,5,261,35250,30750,17500,46250,45250,35000,.164,.228,.332,.385,.047,1542,28000,36500,25250,9141,19395,8517,1023,10929,6578,10099,6516,32489,21160
,1,,2002,2008,6,261,37250,32500,18250,48750,46750,36500,.178,.229,.326,.411,.047,1542,29000,38250,26000,9318,19795,8886,1023,11227,6742,10345,6661,32766,22501
,1,,2002,2009,7,261,37000,32250,17250,48750,45750,35250,.209,.244,.35,.473,.052,1542,27750,36750,24500,9253,19657,9083,1023,11238,6595,10329,6515,32414,21442
,1,,2002,2010,8,261,38000,32500,17500,49500,47000,36000,.219,.244,.346,.49,.053,1542,27750,37250,24750,9370,19664,9236,1023,11361,6610,10402,6524,32765,21535
,1,,2002,2011,9,261,38500,32750,17500,50750,47500,36500,.225,.255,.354,.506,.052,1542,28000,37750,25000,9680,20011,9550,1023,11697,6753,10680,6626,32892,22119
,1,,2002,2012,10,261,40000,33750,18250,52500,48750,37250,.23,.259,.351,.512,.051,1542,28750,38750,26000,10179,20842,9820,1023,12132,6914,11052,6837,33518,23166
,1,,2002,2013,11,261,40750,34250,19000,53500,49750,37500,.234,.256,.347,.519,.051,1542,29000,38750,26750,10415,21628,10069,1023,12466,7017,11293,6879,34296,23188
,1,,2002,2014,12,261,42000,35500,19250,55000,48750,36750,.247,.282,.363,.544,.051,1542,29500,39250,27250,10700,22349,10194,1023,12778,7072,11508,6896,35288,23668
,1,,2003,2003,0,296,24000,20250,11000,32000,32000,23250,.139,.304,.466,.351,.063,1416,19750,26250,18750,9980,20963,8397,933,11450,7549,10739,7503,35310,22705
,1,,2003,2004,1,296,27500,24000,13000,36500,35250,26500,.141,.271,.409,.347,.055,1416,23000,29500,21250,9563,20290,8219,933,11090,6988,10389,6955,34532,21695
,1,,2003,2005,2,296,29500,25750,14500,39000,37500,28750,.142,.256,.377,.342,.051,1416,24500,31750,22500,9266,19815,8167,933,10883,6608,10160,6555,34130,20076
,1,,2003,2006,3,296,32250,28000,16000,42000,40000,30750,.15,.247,.358,.353,.047,1416,26250,34250,24500,9166,19547,8354,933,10903,6600,10160,6532,33641,19170
,1,,2003,2007,4,296,33250,29000,16250,43750,41750,32250,.153,.24,.353,.36,.046,1416,27000,35500,25250,9092,19177,8501,933,10912,6545,10142,6497,33306,18861
,1,,2003,2008,5,296,35250,30500,16750,46250,43750,34000,.166,.237,.344,.384,.045,1416,28250,37500,26000,9295,19321,8927,933,11252,6763,10426,6691,33552,17871
,1,,2003,2009,6,296,35250,30750,16750,46500,42750,33250,.206,.257,.362,.462,.05,1416,27250,35500,24500,9189,18901,9075,933,11195,6663,10375,6569,31973,16623
,1,,2003,2010,7,296,36000,31000,16500,47500,43750,33500,.219,.258,.363,.488,.05,1416,27250,36000,24500,9284,18809,9247,933,11290,6648,10435,6570,31627,16200
,1,,2003,2011,8,296,36500,31000,16750,48000,44750,33750,.221,.261,.369,.492,.05,1416,27250,36750,25000,9349,18657,9359,933,11363,6621,10485,6541,31091,15806
,1,,2003,2012,9,296,38000,31750,17750,49750,46000,34250,.228,.267,.369,.502,.049,1416,28250,38000,25750,9545,19000,9553,933,11617,6667,10709,6607,31147,15924
,1,,2003,2013,10,296,38750,32250,17500,50750,47250,35000,.229,.269,.368,.509,.049,1416,28750,38750,26250,10007,19964,9896,933,12169,6930,11190,6841,32175,16242
,1,,2003,2014,11,296,40250,33500,18250,52500,46750,34500,.243,.287,.374,.532,.049,1416,29000,39750,26750,10207,20361,9956,933,12384,6941,11367,6840,32294,16882
,1,,2004,2004,0,346,24250,20000,10500,32000,32250,23000,.138,.32,.471,.346,.062,1349,19000,27500,19250,9926,21789,8069,879,11236,7356,10589,7337,32059,24702
,1,,2004,2005,1,346,27500,23750,13250,36000,34750,26500,.132,.278,.415,.324,.052,1349,22250,31250,21750,9530,21156,7874,879,10914,6856,10279,6822,30752,23684
,1,,2004,2006,2,346,30000,26000,14500,39250,37250,28500,.136,.261,.386,.327,.048,1349,24250,33500,23500,9372,20831,7996,879,10884,6681,10241,6640,30437,22773
,1,,2004,2007,3,346,31500,27250,15250,41000,39000,29750,.143,.252,.377,.341,.046,1349,25250,35000,24500,9149,20321,8096,879,10782,6584,10130,6532,29481,21741
,1,,2004,2008,4,346,33500,29000,16000,43750,41250,31750,.156,.252,.366,.362,.044,1349,26500,37000,25500,9245,20500,8394,879,11040,6692,10352,6620,29959,22035
,1,,2004,2009,5,346,33000,28500,15000,43750,40250,31000,.189,.272,.39,.43,.048,1349,25250,35500,24000,9206,20282,8517,879,11100,6683,10373,6604,29796,21279
,1,,2004,2010,6,346,33750,29000,15500,44500,41500,31750,.209,.269,.383,.471,.049,1349,25250,35750,23500,9174,20165,8684,879,11175,6672,10417,6565,29346,20894
,1,,2004,2011,7,346,34750,29500,16000,45500,42250,32000,.216,.272,.385,.481,.049,1349,25750,36500,24000,9157,19918,8764,879,11206,6646,10420,6563,29066,19865
,1,,2004,2012,8,346,36000,30250,16500,47000,43750,32500,.219,.275,.384,.483,.048,1349,26250,37750,25000,9190,19935,8872,879,11303,6614,10483,6506,29297,19851
,1,,2004,2013,9,346,36750,31000,16500,48250,44750,33250,.221,.276,.38,.489,.047,1349,27000,38250,25250,9447,20186,9098,879,11591,6662,10721,6558,29774,20166
,1,,2004,2014,10,346,38000,32000,17250,50250,44750,33250,.234,.291,.386,.514,.047,1349,27500,39000,25750,9759,21370,9273,879,12056,6760,11097,6643,30908,19474
,1,,2005,2005,0,421,24500,20250,11000,32000,31750,23000,.131,.315,.474,.329,.06,1368,20000,28250,19250,10063,21584,8309,886,11426,7427,10740,7382,32838,27325
,1,,2005,2006,1,421,28250,24250,13250,37000,35500,26750,.125,.273,.411,.311,.05,1368,23500,32750,21750,9924,21420,8380,886,11390,7165,10708,7121,32250,26345
,1,,2005,2007,2,421,30000,25750,14250,39250,37500,28250,.138,.264,.393,.333,.048,1368,24750,34250,22750,9709,20986,8497,886,11291,7071,10606,7013,31575,24954
,1,,2005,2008,3,421,32000,27500,15500,42250,39750,30250,.154,.251,.37,.361,.046,1368,26000,36250,23500,9725,21132,8844,886,11492,7121,10781,7058,31682,24282
,1,,2005,2009,4,421,32000,27500,14750,42250,38750,29250,.194,.277,.399,.44,.051,1368,24750,34750,22250,9549,20928,9009,886,11491,6999,10758,6937,31243,23160
,1,,2005,2010,5,421,33000,28000,15000,43250,40000,30250,.207,.268,.391,.466,.051,1368,25000,35250,22500,9549,20576,9311,886,11593,6962,10835,6904,31135,22776
,1,,2005,2011,6,421,34000,28500,15500,44250,40750,30750,.215,.271,.394,.483,.051,1368,25500,36000,22750,9418,20168,9503,886,11581,6867,10803,6795,30597,22170
,1,,2005,2012,7,421,35250,29500,16250,45750,42500,31750,.219,.276,.384,.486,.05,1368,26250,37250,23750,9388,19915,9771,886,11643,6806,10839,6726,30834,22270
,1,,2005,2013,8,421,36500,30250,16500,47250,43500,32500,.224,.279,.385,.496,.049,1368,26750,38500,24750,9421,20034,9934,886,11776,6783,10946,6689,31124,22488
,1,,2005,2014,9,421,37500,31250,17000,48750,43500,32500,.231,.291,.39,.511,.048,1368,27250,39000,25250,9568,20338,10052,886,11965,6775,11097,6671,31456,22310
,1,,2006,2006,0,468,25250,21000,11250,33000,33250,23500,.122,.306,.46,.327,.067,1582,20500,29750,20500,10808,23409,8299,1005,12201,7694,11406,7665,33706,28459
,1,,2006,2007,1,468,28250,24000,13500,37000,36250,26500,.124,.271,.413,.32,.058,1582,23250,33250,22250,10609,22901,8313,1005,12036,7584,11249,7538,32994,27487
,1,,2006,2008,2,468,30500,26000,14500,39750,38500,28500,.139,.257,.39,.347,.055,1582,24750,35500,23500,10732,23147,8639,1005,12299,7738,11476,7681,33622,27819
,1,,2006,2009,3,468,30750,26250,14000,40500,37750,28500,.182,.278,.41,.432,.061,1582,23500,34250,22000,10510,22755,8716,1005,12204,7534,11379,7467,32683,26650
,1,,2006,2010,4,468,31750,26750,14500,41500,38750,29000,.2,.272,.404,.465,.061,1582,23750,34750,22250,10437,22748,8926,1005,12316,7450,11452,7372,32551,25858
,1,,2006,2011,5,468,32750,27250,15250,42500,39500,29250,.209,.279,.403,.483,.06,1582,24000,35250,23000,10362,22474,9037,1005,12337,7362,11446,7283,32268,25395
,1,,2006,2012,6,468,33750,28250,15500,44250,41000,30250,.215,.282,.399,.491,.06,1582,24750,36500,23500,10358,22465,9209,1005,12442,7328,11519,7241,32376,25086
,1,,2006,2013,7,468,35000,29000,15750,45500,42250,31250,.214,.284,.399,.489,.058,1582,25250,37500,24500,10386,22623,9410,1005,12612,7310,11646,7204,32521,24236
,1,,2006,2014,8,468,36500,30500,16250,47500,42500,31750,.226,.295,.397,.507,.057,1582,26000,38750,25250,10421,23200,9608,1005,12854,7309,11861,7236,32587,23526
,1,,2007,2007,0,471,24750,20250,11000,32250,32000,22750,.128,.32,.481,.349,.075,1695,20000,29500,19000,10696,23960,7981,1076,12146,7598,11364,7584,33077,28435
,1,,2007,2008,1,471,28000,23500,13000,37000,35000,25750,.143,.285,.431,.365,.066,1695,23000,33250,20750,10833,24234,8265,1076,12379,7834,11586,7786,33165,28027
,1,,2007,2009,2,471,28500,24000,12750,37500,34500,25750,.183,.303,.446,.445,.071,1695,22250,32250,19750,10640,23946,8358,1076,12308,7730,11509,7666,32870,28058
,1,,2007,2010,3,471,29500,24750,13250,38750,35750,26500,.199,.293,.437,.475,.071,1695,22500,32500,20250,10503,23983,8572,1076,12416,7606,11583,7553,32886,28338
,1,,2007,2011,4,471,30500,25500,13750,40000,36500,27000,.205,.297,.434,.484,.069,1695,23000,33250,20500,10401,23854,8809,1076,12525,7533,11656,7476,32774,27682
,1,,2007,2012,5,471,31750,26750,14500,41250,38000,28000,.208,.295,.425,.486,.068,1695,24250,34250,21750,10477,24063,9102,1076,12772,7577,11860,7494,33418,28365
,1,,2007,2013,6,471,33000,27500,14750,43250,39500,29000,.21,.298,.419,.487,.065,1695,25000,35500,22250,10624,24215,9344,1076,13015,7516,12064,7464,34020,28249
,1,,2007,2014,7,471,34250,28750,15750,45000,40000,29500,.218,.306,.415,.501,.064,1695,25750,36750,23250,10801,24888,9657,1076,13387,7552,12366,7489,35115,29464
,1,,2008,2008,0,511,25000,20000,10750,32750,32000,22500,.144,.328,.488,.381,.081,1764,19500,29750,19000,11296,24691,8130,1098,12574,7778,11682,7762,35983,29294
,1,,2008,2009,1,511,26250,21750,11250,34250,32250,23250,.183,.33,.483,.454,.082,1764,20250,30000,18250,11224,24532,8261,1098,12592,7941,11697,7914,35931,28415
,1,,2008,2010,2,511,27250,22750,12250,35750,33500,24500,.198,.319,.469,.477,.08,1764,20750,31000,18500,11262,24520,8477,1098,12728,8072,11809,8045,36324,28047
,1,,2008,2011,3,511,28250,23500,12750,37000,34500,25000,.202,.317,.462,.482,.078,1764,21500,31500,19250,11182,24243,8704,1098,12803,8074,11863,8021,36180,28123
,1,,2008,2012,4,511,30000,25000,13750,38750,36000,26000,.21,.314,.451,.495,.075,1764,22500,32750,20250,11243,24365,9066,1098,13056,8151,12073,8092,37167,28140
,1,,2008,2013,5,511,31000,25750,13750,40750,37250,27000,.209,.314,.442,.492,.073,1764,23500,33500,21250,11348,24677,9431,1098,13367,8230,12330,8161,37698,28319
,1,,2008,2014,6,511,32500,27250,14750,42500,37750,27750,.216,.316,.436,.503,.07,1764,24500,34750,22000,11602,25071,9913,1098,13795,8364,12707,8295,38581,28859
,1,,2009,2009,0,618,23000,17750,9250,30250,29500,20000,.208,.385,.55,.522,.113,1829,17000,26000,15500,12566,24595,8434,1206,13341,8570,12287,8552,39478,33326
,1,,2009,2010,1,618,25000,20250,10750,32750,29750,22000,.204,.35,.51,.504,.098,1829,19250,28250,16250,12649,24723,8696,1206,13535,8807,12465,8780,39783,34160
,1,,2009,2011,2,618,26250,21250,11500,34250,31750,22750,.205,.346,.497,.504,.092,1829,20250,29250,17000,12611,24536,8867,1206,13563,8830,12493,8780,39403,32854
,1,,2009,2012,3,618,27750,22750,12250,36250,33250,23750,.209,.342,.486,.504,.087,1829,21500,30500,18000,12697,24580,9025,1206,13682,8867,12603,8797,39739,32585
,1,,2009,2013,4,618,29250,24000,13000,38000,34500,24750,.214,.333,.47,.509,.084,1829,22250,31750,19000,12687,24804,9173,1206,13809,8808,12706,8748,39996,31070
,1,,2009,2014,5,618,30500,25250,13500,39750,35000,25500,.218,.34,.466,.515,.08,1829,23250,32750,19500,12855,25328,9476,1206,14124,8822,12976,8765,40864,30849
,1,,2010,2010,0,738,21500,16250,8750,28000,27750,18500,.224,.411,.581,.569,.134,1983,15750,25250,13500,14338,28048,8857,1408,14509,10167,13484,10117,43009,34848
,1,,2010,2011,1,738,23750,18750,10250,31000,29000,20000,.215,.386,.548,.537,.115,1983,18250,27500,15000,14328,27967,9041,1408,14570,10062,13561,9995,42262,34746
,1,,2010,2012,2,738,25500,20750,11250,33250,30500,21250,.217,.374,.526,.536,.106,1983,19750,29250,15750,14499,28260,9287,1408,14802,10118,13786,10039,42117,34294
,1,,2010,2013,3,738,26750,22000,11750,35250,31500,22500,.22,.366,.511,.538,.1,1983,20750,30500,16750,14614,28541,9430,1408,14992,10124,13958,10036,43175,34221
,1,,2010,2014,4,738,28250,23250,12750,37000,32500,23000,.225,.364,.499,.542,.096,1983,21750,31750,17500,14814,29126,9574,1408,15247,10126,14180,10048,43884,33744
,1,,2011,2011,0,928,21000,16250,8750,27500,27000,18250,.214,.419,.591,.573,.148,2220,15500,23250,13750,14834,28406,10609,1448,16252,10484,15138,10466,42998,35160
,1,,2011,2012,1,928,23750,19250,10500,31250,29000,20250,.206,.383,.549,.537,.123,2220,18500,26000,15250,15092,28943,11035,1448,16630,10881,15478,10859,44355,34784
,1,,2011,2013,2,928,25500,21000,11500,33000,30250,21500,.206,.37,.525,.53,.114,2220,19750,27250,16000,15265,29407,11343,1448,16943,11208,15763,11180,45406,35967
,1,,2011,2014,3,928,27000,22250,12250,35000,31000,22500,.213,.368,.51,.538,.109,2220,20750,28500,17000,15489,30097,11614,1448,17288,11440,16081,11390,46075,35958
,1,,2012,2012,0,970,21250,16500,9250,28000,27000,18250,.204,.419,.59,.568,.155,2520,16000,22250,14250,16155,29931,13273,1539,18601,11464,17222,11327,46128,37668
,1,,2012,2013,1,970,24000,19500,10750,31250,29250,20500,.196,.381,.544,.532,.132,2520,18500,24750,15750,16455,30531,13680,1539,19007,11645,17617,11554,46354,38240
,1,,2012,2014,2,970,25750,21250,11750,33500,30250,21500,.2,.369,.521,.53,.122,2520,20000,26250,16750,16749,31247,14082,1539,19441,11746,18022,11682,47031,38481
,1,,2013,2013,0,951,22000,17000,9500,28500,27500,18750,.189,.407,.58,.551,.161,2799,16750,23750,14750,18549,35008,14236,1677,20824,12704,19306,12586,46361,38011
,1,,2013,2014,1,951,24500,20250,11000,32250,29250,20750,.184,.375,.531,.521,.137,2799,19500,26250,16500,18970,36061,14764,1677,21430,12914,19870,12801,47628,38321
,1,,2014,2014,0,938,22750,17750,9750,29750,27500,18750,.181,.41,.575,.545,.167,3095,18000,25750,14750,21266,41084,14785,1875,23205,14270,21175,14108,47243,37827
,2,,1999,1999,0,149,26500,23500,14250,35750,35750,27750,.098,.24,.379,.289,.059,1938,26750,32500,21000,13650,32290,9112,1082,12964,7189,11229,7029,41195,25317
,2,,1999,2000,1,149,31000,28000,16750,41000,41500,33250,.098,.204,.318,.278,.05,1938,30750,38000,24750,13485,32369,9167,1082,13035,6964,11243,6819,41110,24561
,2,,1999,2001,2,149,34750,31000,18500,45500,46000,37750,.113,.187,.28,.3,.047,1938,33750,42000,27250,13564,32702,9463,1082,13376,6948,11487,6732,41902,23451
,2,,1999,2002,3,149,35500,32000,18750,47000,47250,38750,.126,.201,.284,.327,.048,1938,34250,41750,27250,13467,32150,9671,1082,13547,6796,11548,6595,42488,23726
